,Year,Month,Day,Trial,Ablation,Darkness,Flow,Fish,Tailbeat_Num,X_Distance,Y_Distance,Z_Distance,Distance,Angle,Yaw_Heading_Diff,Pitch_Heading_Diff,Fish1_Speed,Fish2_Speed,Fish1_X,Fish1_Y,Fish1_Z,Fish2_X,Fish2_Y,Fish2_Z,Fish1_Yaw_Heading,Fish2_Yaw_Heading,Speed_Diff,Sync
1,2021,10,06,34,Y,N,2,individual6xindividual4,1,,,,,,,,3.4328534922480243,,3.0543665540401217,2.3433087061776177,3.9320679493843373,,,,156.12772276003662,,,
0,2021,10,06,34,Y,N,2,individual6xindividual5,0,0.9567158775344256,0.49369195575963376,-0.05998022586394646,1.0782553709594624,27.49733895113091,32.952283325810846,47.54313984688745,3.9232665589540248,3.7225286192745473,2.971598381502896,2.249683096954858,3.8213383228744644,2.0148825039684706,2.743375052714492,3.8813185487384105,142.56410836140844,118.67416516351896,0.20073793967947676,0.4083750500774969
1,2021,10,06,34,Y,N,2,individual6xindividual5,1,1.156656625713973,0.5036305951775336,-0.6245046405252189,1.4076591818492301,23.555909232126034,19.449751877902255,24.620401665920188,3.4328534922480243,3.4129228040367536,3.0543665540401217,2.3433087061776177,3.9320679493843373,1.8977099283261492,2.846939301355151,4.556572589909557,156.12772276003662,175.58406875771672,0.019930688211270666,0.25490930171482856
0,2021,10,06,34,Y,N,2,individual5xindividual7,0,0.4382459652838958,-0.4956731004251426,1.3267849556678104,1.4826023294056705,-48.499959830901474,22.662763886340898,44.11474590972038,3.7225286192745473,12.64074559588098,2.0148825039684706,2.743375052714492,3.8813185487384105,1.5337301611568013,2.2801003587515,2.7573512081862166,118.67416516351896,151.1426401164267,-8.691681845918163,
1,2021,10,06,34,Y,N,2,individual5xindividual7,1,0.6232721855905561,-0.38054754055289197,-0.6369912283278565,0.9690420387776347,-31.819332749027502,20.529457638982468,59.16653045315449,3.4129228040367536,4.829947058590782,1.8977099283261492,2.846939301355151,4.556572589909557,1.3005065098382609,2.4443095506146992,5.04103315737342,175.58406875771672,155.07793945285528,-2.4717948788573634,
2,2021,10,06,34,Y,N,2,individual5xindividual7,2,,,,,,,,3.4663034218778175,,1.8136234079593665,2.963495976733858,5.36638225637444,,,,174.31974789041388,,,
3,2021,10,06,34,Y,N,2,individual5xindividual7,3,,,,,,,,3.1146329110391258,,1.826971645255424,3.0332765895544735,5.967866565733305,,,,174.77020193100273,,,
0,2021,10,06,34,Y,N,2,individual5xindividual8,0,0.7183169319908237,0.021804428169670154,-2.5394570042012465,2.639184821883319,1.5858228486557424,18.70563651634269,95.36149664251128,3.7225286192745473,4.598786976950271,2.0148825039684706,2.743375052714492,3.8813185487384105,1.2386071935084146,2.8060251736959563,6.696118844184693,118.67416516351896,-167.2337312301301,-0.7421027435516488,0.2568224105585009
1,2021,10,06,34,Y,N,2,individual5xindividual8,1,0.5035772611161585,-0.13558565308185183,-1.1692382423768863,1.2802701256654685,-17.178426847766,11.793706027111595,62.485651831352335,3.4129228040367536,5.549442168213598,1.8977099283261492,2.846939301355151,4.556572589909557,1.3941326672099907,2.7113536482732994,5.725810832286443,175.58406875771672,-172.6230974419577,-2.136519364176844,0.25874526885732974
2,2021,10,06,34,Y,N,2,individual5xindividual8,2,0.15527268360834268,-0.3605474968069206,0.9433064917889232,1.0217295342603143,-66.11922461691182,8.583813304129425,69.73349169355201,3.4663034218778175,3.296900297958347,1.8136234079593665,2.963495976733858,5.36638225637444,1.658350724351024,2.6029484799269373,4.4230757645855165,174.31974789041388,-177.09632458536353,0.16940312391947093,0.47738207202145044
3,2021,10,06,34,Y,N,2,individual5xindividual8,3,-0.004190368145309323,-0.450042890706889,2.1045500309049165,2.1521354500223473,-89.69086586991348,6.2030837346006225,57.10908761954997,3.1146329110391258,9.716058648377992,1.826971645255424,3.0332765895544735,5.967866565733305,1.8311620134007338,2.583233698847584,3.863316534828389,174.77020193100273,-27.63247727072624,-6.601425737338865,0.6537558800487376
0,2021,10,06,34,Y,N,2,individual8xindividual6,0,-1.7649897594005548,-0.47687281825920314,2.589521889287459,3.1698927664326746,-164.894282271515,53.29359233544216,132.4089440605186,4.598786976950271,3.9232665589540248,1.2386071935084146,2.8060251736959563,6.696118844184693,2.971598381502896,2.249683096954858,3.8213383228744644,-167.2337312301301,142.56410836140844,1.007288637325034,0.46868139031310313
1,2021,10,06,34,Y,N,2,individual8xindividual6,1,-1.6602338868301314,-0.3680449420956818,1.7937428829021054,2.4717093616247148,-167.58480992311868,31.240230868240662,87.36212950773427,5.549442168213598,3.4328534922480243,1.3941326672099907,2.7113536482732994,5.725810832286443,3.0543665540401217,2.3433087061776177,3.9320679493843373,-172.6230974419577,156.12772276003662,2.1165886759655725,0.30496805181418846
2,2021,10,06,34,Y,N,2,individual8xindividual6,2,-1.510744936738436,-0.17870473343600687,0.7361717461286835,1.6900397881208036,-173.27986898114895,18.461202086102837,50.18197721618409,3.296900297958347,4.071569629779407,1.658350724351024,2.6029484799269373,4.4230757645855165,3.16909566108946,2.4242437464909306,3.6869040184568327,-177.09632458536353,164.4489372092441,-0.7746693318210608,0.21216134038850895
3,2021,10,06,34,Y,N,2,individual8xindividual6,3,-1.4630161898031182,-0.18242503913837996,1.1109227483719315,1.8460348369900603,-172.92559521910937,8.34539537797166,22.754410575282847,9.716058648377992,4.058417005059525,1.8311620134007338,2.583233698847584,3.863316534828389,3.294178203203851,2.4008086597092047,2.7523937864564574,-27.63247727072624,172.52615458636765,5.657641643318467,0.25007713548596405
4,2021,10,06,34,Y,N,2,individual8xindividual6,4,-1.3764062313996068,-0.22858905030972307,1.7453741411960995,2.234519626343253,-170.57467031972095,7.11995991699109,24.054154031827025,6.257837330240712,5.7802183047957945,2.0584680350357965,2.5714624616403783,3.4436608751510582,3.4184280215156604,2.3407906512854386,1.6663707450726826,-23.086466945540657,110.11661865712263,0.410188771181554,0.3836531613334604
5,2021,10,06,34,Y,N,2,individual8xindividual6,5,-1.33956293971418,-0.3499236626140734,3.7617491231941074,4.008445073212876,-165.42040125453727,11.786636982020031,22.744638225086575,3.912825096367808,5.7038581602273775,2.2017073849643305,2.5684277282547456,3.5513558824977394,3.549062938308453,2.214999884081172,-0.20282963385067723,-170.3886397716805,-30.08643921989123,-1.5369655364487576,1.0
0,2021,10,06,34,Y,N,2,individual8xindividual7,0,-0.2822502077335142,-0.5133458838749492,3.813001483156622,3.8577415007762723,-118.58702749558651,42.28084346702794,140.0453575517224,4.598786976950271,12.64074559588098,1.2386071935084146,2.8060251736959563,6.696118844184693,1.5337301611568013,2.2801003587515,2.7573512081862166,-167.2337312301301,151.1426401164267,-10.155630260826753,
1,2021,10,06,34,Y,N,2,individual8xindividual7,1,0.018022887449647557,-0.3025263290979554,1.1185651831595695,1.158893900771899,-79.31776898359776,33.85705027765324,124.33679632004538,5.549442168213598,4.829947058590782,1.3941326672099907,2.7113536482732994,5.725810832286443,1.3005065098382609,2.4443095506146992,5.04103315737342,-172.6230974419577,155.07793945285528,1.6493658785480194,
2,2021,10,06,34,Y,N,2,individual8xindividual7,2,,,,,,,,3.296900297958347,,1.658350724351024,2.6029484799269373,4.4230757645855165,,,,-177.09632458536353,,,
3,2021,10,06,34,Y,N,2,individual8xindividual7,3,,,,,,,,9.716058648377992,,1.8311620134007338,2.583233698847584,3.863316534828389,,,,-27.63247727072624,,,
4,2021,10,06,34,Y,N,2,individual8xindividual7,4,,,,,,,,6.257837330240712,,2.0584680350357965,2.5714624616403783,3.4436608751510582,,,,-23.086466945540657,,,
5,2021,10,06,34,Y,N,2,individual8xindividual7,5,,,,,,,,3.912825096367808,,2.2017073849643305,2.5684277282547456,3.5513558824977394,,,,-170.3886397716805,,,
0,2024,01,19,06,Y,Y,2,individual1xindividual2,0,-2.3196200670705083,1.6083869168666598,-0.3429724558927759,2.8434443612290274,145.26616959261233,33.03036168429375,4.460827396975636,2.790226621722341,2.4337635743302486,0.6535769338248038,1.1684132721770355,1.1549432019171708,2.9731970008953126,2.7768001890436955,1.4979156578099466,-160.38945424803796,166.5786444715028,0.3564630473920916,0.13680086846869827
1,2024,01,19,06,Y,Y,2,individual1xindividual2,1,-2.6016636931483736,1.7766854498883438,-0.3756563606425096,3.1727563507749155,145.6631079779088,20.721453383335277,6.144869554622251,2.7179668793400147,2.578771584359527,0.5624146569617112,1.043881620001438,1.1492284816465865,3.164078350110085,2.820567069889782,1.5248848422890964,-169.6565278014565,169.62364327943953,0.13919529498048688,0.378370169046061
2,2024,01,19,06,Y,Y,2,individual1xindividual2,2,-2.875189829435153,1.8533090846591307,-0.4284964999788163,3.4474744914301403,147.1768997505025,9.737159148124723,5.673373025292292,2.817257380900334,2.7735935396632585,0.49562538768820513,1.0009970974354967,1.1012578465360539,3.3708152171233583,2.8543061820946276,1.52975434651487,10.271088939261073,171.07695818817953,0.04366384123707563,0.8024960810200481
3,2024,01,19,06,Y,Y,2,individual1xindividual2,3,-3.1527719248826163,1.7851103814041505,-0.4681830344057369,3.6531883660482487,150.46901963769224,4.805264133646128,5.0273927256156306,2.116812483357037,2.802195960599598,0.45359340932675846,1.0867073442479562,1.0752152647139466,3.6063653342093747,2.8718177256521065,1.5433982991196833,169.5055554806188,174.05622906925575,-0.6853834772425611,0.39158471786230026
4,2024,01,19,06,Y,Y,2,individual1xindividual2,4,-3.443849543826508,1.6509070891811217,-0.4734424599065728,3.848342716087656,154.3659803775427,12.67507156359558,7.137723863747082,2.3695263316211577,2.429309222399251,0.4235499982014689,1.2105565059831143,1.0656071252946935,3.8673995420279765,2.861463595164236,1.5390495852012662,165.84967302170898,-10.947629834992943,-0.05978289077809329,0.37035911834777374
5,2024,01,19,06,Y,Y,2,individual1xindividual2,5,-3.7349293295761297,1.5454282710588183,-0.46741746340617363,4.0689709661059155,157.50806859837172,13.212335280298488,11.646695361135992,2.2244903272291956,2.54821581084167,0.41375209777208627,1.3010037025873284,1.0800847786155074,4.148681427348216,2.8464319736461463,1.5475022420216809,168.5126895683947,-178.27507286881132,-0.3237254836124749,0.4517313329443667
6,2024,01,19,06,Y,Y,2,individual1xindividual2,6,-3.995353256421049,1.436355873997161,-0.4610795659353059,4.27066273621361,160.2168824007311,17.688061545527724,14.295950864110688,2.3085603670563484,3.022153988826769,0.440517113817537,1.3835683215886327,1.0870585922155784,4.435870370238586,2.819924195585794,1.548138158150884,168.25689011440204,-174.05460608850547,-0.71359362177042,0.19466380564255864
7,2024,01,19,06,Y,Y,2,individual1xindividual2,7,-4.26089751620587,1.2370118526448086,-0.4056680550166196,4.4553352890724245,163.8049254711146,32.30529496352188,8.217318179409775,2.4448011646980334,2.405989002849363,0.4546385236413027,1.5128993881799486,1.1080286232214573,4.715536039847173,2.7499112408247575,1.5136966782380772,161.2086820842745,-166.47615956546937,0.038812161848671256,0.09392408999909645
8,2024,01,19,06,Y,Y,2,individual1xindividual2,8,-4.318101380068904,0.8024580202704926,-0.3885405550958066,4.40918384350251,169.4966918897621,57.900999822013915,9.888554120492202,2.9522203504096716,2.3055498940832533,0.4841670672789537,1.8494795182622807,1.1291443190056807,4.802268447347857,2.6519375385327733,1.5176848741014872,136.31086434336277,-165.82624908643746,0.6466704563264175,0.33449641804996605
9,2024,01,19,06,Y,Y,2,individual1xindividual2,9,-4.125304806490948,0.25609082007733286,-0.30198134930785947,4.144262900675462,176.4861690342212,71.85592984344986,5.712045765735417,2.7717614225369447,2.5181410112805915,0.6463587766269384,2.2849378292658953,1.2064478747199663,4.771156855866591,2.542289679277367,1.506376870561014,122.8871750830006,-165.51017206235053,0.2922986150747886,0.6649802106340005
10,2024,01,19,06,Y,Y,2,individual1xindividual2,10,-3.77387156840222,-0.02484267639929394,-0.40881472502128263,3.7960312502348477,-19.6913464986816,61.71967797587337,18.577235767699733,17.88852071356157,2.9203407039975597,0.9145507285186711,2.4124144173810205,1.1175533573929841,4.686187851313508,2.3811682524108417,1.5253516947484214,127.61303500813304,-161.40429767236535,15.029542239698015,0.6649802106340005
11,2024,01,19,06,Y,Y,2,individual1xindividual2,11,-3.539905567633265,-0.4198122029314831,-0.27582474000158747,3.575367533651347,-173.19446100696786,48.295668796472725,9.443086747115947,2.4524420929097848,3.148147948205239,1.0150610959692143,2.5754196882136084,1.2506616730348317,4.554966663602479,2.155607485282126,1.5264864130364193,154.7585418843314,-156.9417117024849,-0.6957058552954543,0.6649802106340005
12,2024,01,19,06,Y,Y,2,individual1xindividual2,12,-3.3026347823677233,-0.7427836685362057,-0.27960704554179333,3.3966607401778903,-167.3111997986798,42.31565136923988,9.344730186071493,2.308663785274463,2.764256742709179,1.1257491234751977,2.7090980480931006,1.2528771587477308,4.42838390584292,1.9663143795568951,1.532484204289524,159.46393384863308,-158.22085796165723,-0.4555929574347168,0.6474118577893561
13,2024,01,19,06,Y,Y,2,individual1xindividual2,13,-3.1116772819550285,-1.0473477635225446,-0.25390803964232633,3.293014141692337,-161.38089246071914,38.566387325749275,12.32486212603921,2.3247653094174354,2.6989200567460823,1.2390758105503257,2.82945140656561,1.2708007545398246,4.350753092505354,1.7821036430430652,1.5247087941821509,161.48019139243246,-159.9567957488585,-0.37415474732864706,0.7420619861320225
14,2024,01,19,06,Y,Y,2,individual1xindividual2,14,-2.8704193714740764,-1.3086926657128253,-0.2285280044408263,3.162943077299666,-155.47211208281263,33.52531281352661,9.096894214203814,2.3205764700363134,3.1544522399649217,1.344936579027599,2.9153867159369504,1.2784151870486056,4.215355950501675,1.6066940502241258,1.5069431914894318,165.71166612173624,-160.7609749025973,-0.833875769928608,0.8021071530375616
15,2024,01,19,06,Y,Y,2,individual1xindividual2,15,-2.6323266706952935,-1.4991602917957294,-0.18055795368453628,3.034670732779682,-150.32513072554315,23.23527737429078,11.912126045493102,2.3393112010293517,2.644083979755821,1.4357616730656797,2.928826348518826,1.3083387613543505,4.068088343760974,1.4296660567230965,1.4888967150388865,-13.238572045921032,-160.52554537790778,-0.3047727787264692,0.7383188862219904
16,2024,01,19,06,Y,Y,2,individual1xindividual2,16,-2.40073549248673,-1.6357997821935404,-0.1610800009274056,2.909522056800517,-145.71345885883824,14.790277214590775,13.833945654670885,2.4231500533168298,3.028496216033342,1.5297826042753542,2.8843778379884117,1.3175641734041548,3.9305180967620843,1.2485780557948722,1.4786441743315604,-175.14384946760666,-160.353202172275,-0.6053461627165132,0.6680836039729436
17,2024,01,19,06,Y,Y,2,individual1xindividual2,17,-2.1806008370386123,-1.793777036870088,-0.14282931493900103,2.827199370702723,-140.54988161016792,11.755092990794397,11.645734536793734,2.17052019781875,2.9854076275166608,1.6097660614604246,2.8737759625157033,1.3242741643346942,3.790366898499037,1.0799989256456155,1.4671034792736954,-174.78340249029597,-163.0286034866328,-0.8148874296979105,0.6752351223154837
18,2024,01,19,06,Y,Y,2,individual1xindividual2,18,-2.021938286304362,-1.867780603652212,-0.13257926009077642,2.755796813484089,-137.26328634085974,5.452935183984169,11.714378668722043,2.0948894915190888,2.999367486346666,1.631062171504799,2.8237182153828626,1.3054516800774942,3.653000457809161,0.9559376117306512,1.4380309401682707,-172.91896947160083,-168.16716156906583,-0.904477994827577,0.7583522641836449
19,2024,01,19,06,Y,Y,2,individual1xindividual2,19,-1.9076129423051098,-1.8322245271937476,-0.129752236891979,2.6481823008771097,-136.15263727865522,6.375401767977328,9.050245565371577,2.3087488362698734,2.9441964531482165,1.603668124370249,2.7559325365583787,1.3056416835403988,3.5112810666753584,0.9237080093646307,1.4353939204323776,-170.57155393368694,-63.263006505213454,-0.6354476168783427,0.6991348726691402
20,2024,01,19,06,Y,Y,2,individual1xindividual2,20,-1.8333053612157173,-1.8023591062318467,-0.14067688260282865,2.5747420998185433,-135.48681943277364,3.882189644132349,10.197670368798901,2.4137186603550007,2.874655227300466,1.5517284802112004,2.7248348723419373,1.2917032016172738,3.3850338414269183,0.9224757661100906,1.4323800842201024,-156.49462747948147,-27.745189696169962,-0.4609365669454653,0.679033650386217
21,2024,01,19,06,Y,Y,2,individual1xindividual2,21,-1.7495609755367816,-1.7696552169269917,-0.19953139239064602,2.496488728287689,-134.6696824065297,3.9306203690151285,10.518911428766826,2.3011095804934047,15.24025090967991,1.49351426220322,2.72991846613717,1.2949355971382672,3.2430752377400016,0.9602632492101779,1.494466989528913,-64.93438517769017,103.40334083477649,-12.939141329186505,0.9131265610073321
22,2024,01,19,06,Y,Y,2,individual1xindividual2,22,-1.5652356665840867,-1.690517493914577,-0.10308680217761627,2.3061740996640645,-132.7824483567941,7.150605398883926,7.7635071860718305,2.2904235378080693,2.919625227480328,1.476706879930618,2.678532633369177,1.2873604824572367,3.0419425465147047,0.9880151394546001,1.390447284634853,-172.79318347662388,-28.3640192258936,-0.6292016896722592,0.725769276023856
23,2024,01,19,06,Y,Y,2,individual1xindividual2,23,-1.4374855821734673,-1.5908628139072079,-0.04303860943307747,2.144542285321342,-132.11085410327806,14.430639900310235,10.662501470167989,2.3947046015344022,2.820488518841843,1.4513674219297352,2.57031083762815,1.3260415626540327,2.888853004103203,0.9794480237209424,1.36908017208711,-164.67086036985194,-27.52935565474556,-0.4257839173074412,0.4550014873068118
24,2024,01,19,06,Y,Y,2,individual1xindividual2,24,-1.3605212265605025,-1.3797975939676916,-0.073016279940789,1.9391211373653572,-134.66254973121602,27.09728733986474,8.197578989043638,2.5015408678208537,2.4300196851827236,1.437729996025491,2.3561613411463385,1.2923420416386535,2.7982512225859932,0.9763637471786472,1.3653583215794425,-154.1329736803622,27.19661042783318,0.07152118263813097,0.5283584792678746
25,2024,01,19,06,Y,Y,2,individual1xindividual2,25,-1.3301823067808978,-1.1141509078047465,-0.0850156033125586,1.7372233211195645,-140.08680823756745,28.036756979794223,6.064292430018719,2.551485609821185,2.463062467919766,1.4051331634619197,2.0904815661242813,1.2891971816919614,2.7353154702428175,0.9763306583195347,1.3742127850045198,-152.5375522340155,-10.051109840030016,0.08842314190141924,0.4025315560826322
